customer_id,dropoff_long,dropoff_lat,dropoff_node_id,volume,dropoff_tw_start,dropoff_tw_end,service_duration,depth,height,width,dropoff_zone_id,delivered_date,depot_id,vehicle_id,stop_id
c32979,-87.803023,42.084631,cust_node_21173,3699.612,,,29.0,27.7,5.3,25.2,C-17.1G,2018-08-08,DCH4,v130,IX
c32980,-87.814612,42.082782,cust_node_21174,4164.335999999999,,,37.8,26.4,6.6,23.9,C-17.3E,2018-08-08,DCH4,v130,JA
c32981,-87.814612,42.082782,cust_node_21174,5087.232,,,37.8,36.8,6.4,21.6,C-17.3E,2018-08-08,DCH4,v130,JA
c32982,-87.814612,42.082782,cust_node_21174,2127.375,,,37.8,30.5,2.5,27.9,C-17.3E,2018-08-08,DCH4,v130,JA
c32983,-87.814612,42.082782,cust_node_21174,10440.234,,,37.8,34.3,11.4,26.7,C-17.3E,2018-08-08,DCH4,v130,JA
c32984,-87.79873,42.096188,cust_node_21175,45433.488000000005,,,52.0,46.4,25.7,38.1,C-17.3H,2018-08-08,DCH4,v130,JB
c32985,-87.809994,42.088236,cust_node_21176,5284.917,2018-08-08 14:00:00,2018-08-08 21:00:00,46.0,36.3,6.9,21.1,C-17.2G,2018-08-08,DCH4,v130,JD
c32986,-87.809994,42.088236,cust_node_21176,2665.872,2018-08-08 14:00:00,2018-08-08 21:00:00,46.0,29.7,3.3,27.2,C-17.2G,2018-08-08,DCH4,v130,JD
c32987,-87.802767,42.096407,cust_node_21177,2127.375,,,18.0,30.5,2.5,27.9,C-17.3H,2018-08-08,DCH4,v130,JE
c32988,-87.81324,42.087451,cust_node_21178,5741.924,2018-08-08 14:00:00,2018-08-08 22:00:00,71.0,25.4,12.7,17.8,C-17.3G,2018-08-08,DCH4,v130,JF
c32989,-87.806685,42.084508,cust_node_21179,17886.329999999998,,,32.0,33.0,20.3,26.7,C-17.1H,2018-08-08,DCH4,v130,JQ
c32990,-87.823211,42.088289,cust_node_21180,516.945,2018-08-08 14:00:00,2018-08-08 21:00:00,27.0,24.1,1.3,16.5,C-17.1E,2018-08-08,DCH4,v130,JS
c32991,-87.823211,42.088289,cust_node_21180,54211.91999999999,2018-08-08 14:00:00,2018-08-08 21:00:00,27.0,48.3,30.5,36.8,C-17.1E,2018-08-08,DCH4,v130,JS
c32992,-87.823211,42.088289,cust_node_21180,32159.26,2018-08-08 14:00:00,2018-08-08 21:00:00,27.0,44.5,20.3,35.6,C-17.1E,2018-08-08,DCH4,v130,JS
c32993,-87.802658,42.081934,cust_node_21181,13297.312,,,25.5,36.8,17.8,20.3,C-17.1H,2018-08-08,DCH4,v130,JT
c32994,-87.802658,42.081934,cust_node_21181,27476.064,,,25.5,61.6,10.8,41.3,C-17.1H,2018-08-08,DCH4,v130,JT
c32995,-87.804489,42.089475,cust_node_21182,4481.354000000001,,,19.0,25.1,7.9,22.6,C-17.2H,2018-08-08,DCH4,v130,JZ
c32996,-87.823879,42.087447,cust_node_21183,52925.4,,,25.3,49.5,32.4,33.0,C-17.1D,2018-08-08,DCH4,v130,KR
c32997,-87.823879,42.087447,cust_node_21183,3882.06,,,25.3,39.0,4.2,23.7,C-17.1D,2018-08-08,DCH4,v130,KR
c32998,-87.823879,42.087447,cust_node_21183,487.5,,,25.3,32.5,0.5,30.0,C-17.1D,2018-08-08,DCH4,v130,KR
c32999,-87.79561,42.088283,cust_node_21184,13297.312,,,27.0,36.8,17.8,20.3,C-17.2J,2018-08-08,DCH4,v130,KS
c33000,-87.806314,42.08294,cust_node_21185,32159.26,,,42.0,44.5,20.3,35.6,C-17.1H,2018-08-08,DCH4,v130,LA
c33001,-87.804786,42.084871,cust_node_21186,5284.917,,,201.0,36.3,6.9,21.1,C-17.1G,2018-08-08,DCH4,v130,LC
c33002,-87.813435,42.082007,cust_node_21187,3383.576,,,32.0,28.4,4.6,25.9,C-17.3E,2018-08-08,DCH4,v130,LD
c33003,-87.826829,42.091549,cust_node_21188,17886.329999999998,,,28.0,33.0,20.3,26.7,C-17.2A,2018-08-08,DCH4,v130,LF
c33004,-87.837748,42.092559,cust_node_21189,1057.485,,,36.0,22.1,3.3,14.5,C-17.2B,2018-08-08,DCH4,v130,LG
c33005,-87.838596,42.092528,cust_node_21190,1370.25,,,326.0,31.5,1.5,29.0,C-17.2B,2018-08-08,DCH4,v130,LH
c33006,-87.821318,42.084823,cust_node_21191,5741.924,,,40.0,25.4,12.7,17.8,C-17.1E,2018-08-08,DCH4,v130,LK
c33007,-87.836771,42.09368,cust_node_21192,13297.312,,,39.0,36.8,17.8,20.3,C-17.3B,2018-08-08,DCH4,v130,LL
c33008,-87.824562,42.095687,cust_node_21193,1057.485,,,95.0,22.1,3.3,14.5,C-17.2A,2018-08-08,DCH4,v130,LO
c33009,-87.83651,42.092809,cust_node_21194,2906.4,,,19.0,30.0,5.6,17.3,C-17.3B,2018-08-08,DCH4,v130,LS
c33010,-87.83651,42.092809,cust_node_21194,15726.41,,,19.0,40.6,12.7,30.5,C-17.3B,2018-08-08,DCH4,v130,LS
c33011,-87.801984,42.083955,cust_node_21195,13392.72,,,87.5,49.5,7.6,35.6,C-17.1G,2018-08-08,DCH4,v130,MD
c33012,-87.801984,42.083955,cust_node_21195,4485.52,,,87.5,38.0,5.2,22.7,C-17.1G,2018-08-08,DCH4,v130,MD
c33013,-87.801764,42.083406,cust_node_21196,4003.796,,,23.0,26.9,6.1,24.4,C-17.1H,2018-08-08,DCH4,v130,MH
c33014,-87.822346,42.098563,cust_node_21197,25924.632,2018-08-08 12:00:00,2018-08-08 19:00:00,37.0,35.6,22.9,31.8,C-16.2A,2018-08-08,DCH4,v130,MK
c33015,-87.822346,42.098563,cust_node_21197,30867.096,2018-08-08 12:00:00,2018-08-08 19:00:00,37.0,53.3,15.2,38.1,C-16.2A,2018-08-08,DCH4,v130,MK
c33016,-87.802823,42.08783,cust_node_21198,30867.096,2018-08-08 14:00:00,2018-08-08 22:00:00,17.5,53.3,15.2,38.1,C-17.2H,2018-08-08,DCH4,v130,MR
c33017,-87.802823,42.08783,cust_node_21198,27654.48,,,17.5,54.0,12.4,41.3,C-17.2H,2018-08-08,DCH4,v130,MR
c33018,-87.811373,42.080874,cust_node_21199,13297.312,,,43.5,36.8,17.8,20.3,C-17.3G,2018-08-08,DCH4,v130,MS
c33019,-87.811373,42.080874,cust_node_21199,4003.796,,,43.5,26.9,6.1,24.4,C-17.3G,2018-08-08,DCH4,v130,MS
c33020,-87.833618,42.093131,cust_node_21200,5741.924,,,50.0,25.4,12.7,17.8,C-17.2B,2018-08-08,DCH4,v130,MY
c33021,-87.802746,42.09,cust_node_21201,2127.375,,,111.0,30.5,2.5,27.9,C-17.3J,2018-08-08,DCH4,v130,NC
c33022,-87.82438,42.096745,cust_node_21202,10558.651000000002,2018-08-08 13:00:00,2018-08-08 22:00:00,37.6,30.7,16.3,21.1,C-16.2A,2018-08-08,DCH4,v130,NG
c33023,-87.82438,42.096745,cust_node_21202,3436.112,2018-08-08 13:00:00,2018-08-08 22:00:00,37.6,25.4,7.6,17.8,C-16.2A,2018-08-08,DCH4,v130,NG
c33024,-87.82438,42.096745,cust_node_21202,17886.329999999998,2018-08-08 13:00:00,2018-08-08 22:00:00,37.6,33.0,20.3,26.7,C-16.2A,2018-08-08,DCH4,v130,NG
c33025,-87.82438,42.096745,cust_node_21202,10371.14,2018-08-08 13:00:00,2018-08-08 22:00:00,37.6,35.3,13.0,22.6,C-16.2A,2018-08-08,DCH4,v130,NG
c33026,-87.82438,42.096745,cust_node_21202,2665.872,2018-08-08 13:00:00,2018-08-08 22:00:00,37.6,29.7,3.3,27.2,C-16.2A,2018-08-08,DCH4,v130,NG
c33027,-87.82438,42.096745,cust_node_21202,1760.8,2018-08-08 13:00:00,2018-08-08 22:00:00,37.6,31.0,2.0,28.4,C-16.2A,2018-08-08,DCH4,v130,NG
c33028,-87.82438,42.096745,cust_node_21202,6282.387999999999,2018-08-08 13:00:00,2018-08-08 22:00:00,37.6,34.3,7.6,24.1,C-16.2A,2018-08-08,DCH4,v130,NG
c33029,-87.793556,42.086943,cust_node_21203,19484.01,,,286.0,45.5,12.2,35.1,C-17.1J,2018-08-08,DCH4,v130,NI
c33030,-87.800179,42.087658,cust_node_21204,32159.26,,,41.0,44.5,20.3,35.6,C-17.3J,2018-08-08,DCH4,v130,NM
c33031,-87.800179,42.087658,cust_node_21204,13297.312,,,41.0,36.8,17.8,20.3,C-17.3J,2018-08-08,DCH4,v130,NM
c33032,-87.800179,42.087658,cust_node_21204,2135.0,,,41.0,30.5,2.5,28.0,C-17.3J,2018-08-08,DCH4,v130,NM
c33033,-87.801659,42.085158,cust_node_21205,9160.128,,,55.0,43.2,7.6,27.9,C-17.2H,2018-08-08,DCH4,v130,NV
c33034,-87.796572,42.091449,cust_node_21206,3684.931,,,22.0,27.7,5.3,25.1,C-17.3H,2018-08-08,DCH4,v130,NZ
c33035,-87.796572,42.091449,cust_node_21206,3436.112,,,91.0,25.4,7.6,17.8,C-17.3H,2018-08-08,DCH4,v130,NZ
c33036,-87.805447,42.084435,cust_node_21207,23589.615,,,25.0,38.1,20.3,30.5,C-17.1H,2018-08-08,DCH4,v130,OF
c33037,-87.805447,42.084435,cust_node_21207,142822.68,,,25.0,66.0,40.6,53.3,C-17.1H,2018-08-08,DCH4,v130,OF
c33038,-87.814466,42.083935,cust_node_21208,16090.488,,,11.0,27.9,21.6,26.7,C-17.2E,2018-08-08,DCH4,v130,OG
c33039,-87.833014,42.083872,cust_node_21209,15726.41,,,40.0,40.6,12.7,30.5,C-17.1C,2018-08-08,DCH4,v130,OH
c33040,-87.802054,42.089015,cust_node_21210,13297.312,,,34.0,36.8,17.8,20.3,C-17.3J,2018-08-08,DCH4,v130,OK
c33041,-87.832401,42.081262,cust_node_21211,5492.368,,,25.0,35.6,7.6,20.3,C-17.2C,2018-08-08,DCH4,v130,OL
c33042,-87.832401,42.081262,cust_node_21211,3436.112,,,25.0,25.4,7.6,17.8,C-17.2C,2018-08-08,DCH4,v130,OL
c33043,-87.831933,42.079304,cust_node_21212,5741.924,,,45.0,25.4,12.7,17.8,C-17.2C,2018-08-08,DCH4,v130,OO
c33044,-87.83427,42.084273,cust_node_21213,673.7779999999999,,,39.0,32.3,0.7,29.8,C-17.1B,2018-08-08,DCH4,v130,OZ
c33045,-87.80213,42.0822,cust_node_21214,3436.112,,,17.5,25.4,7.6,17.8,C-17.1H,2018-08-08,DCH4,v130,PA
c33046,-87.80213,42.0822,cust_node_21214,6282.387999999999,,,17.5,34.3,7.6,24.1,C-17.1H,2018-08-08,DCH4,v130,PA
c33047,-87.812473,42.088973,cust_node_21215,22605.048000000003,2018-08-08 14:00:00,2018-08-08 22:00:00,97.0,45.7,21.6,22.9,C-17.3G,2018-08-08,DCH4,v130,PL
c33048,-87.817315,42.085765,cust_node_21216,13297.312,,,19.0,36.8,17.8,20.3,C-17.2D,2018-08-08,DCH4,v130,PN
c33049,-87.818306,42.085855,cust_node_21217,3436.112,,,27.5,25.4,7.6,17.8,C-17.2D,2018-08-08,DCH4,v130,PP
c33050,-87.818306,42.085855,cust_node_21217,15726.41,,,27.5,40.6,12.7,30.5,C-17.2D,2018-08-08,DCH4,v130,PP
c33051,-87.812058,42.08112,cust_node_21218,13392.72,,,34.0,49.5,7.6,35.6,C-17.3E,2018-08-08,DCH4,v130,PY
c33052,-87.79503,42.09007,cust_node_21219,5741.924,,,31.0,25.4,12.7,17.8,C-17.3H,2018-08-08,DCH4,v130,PZ
c33053,-87.835212,42.084056,cust_node_21220,5741.924,,,26.0,25.4,12.7,17.8,C-17.1C,2018-08-08,DCH4,v130,QI
c33054,-87.820011,42.096641,cust_node_21221,87112.57500000001,,,113.0,57.7,30.5,49.5,C-16.1A,2018-08-08,DCH4,v130,QO
c33055,-87.820011,42.096641,cust_node_21221,3436.112,,,113.0,25.4,7.6,17.8,C-16.1A,2018-08-08,DCH4,v130,QO
c33056,-87.832966,42.092894,cust_node_21222,5741.924,,,42.0,25.4,12.7,17.8,C-17.3A,2018-08-08,DCH4,v130,QP
c33057,-87.837576,42.093842,cust_node_21223,3947.572,,,56.0,38.9,4.3,23.6,C-17.3B,2018-08-08,DCH4,v130,QQ
c33058,-87.814857,42.086261,cust_node_21224,13297.312,,,35.3,36.8,17.8,20.3,C-17.2E,2018-08-08,DCH4,v130,QU
c33059,-87.814857,42.086261,cust_node_21224,13297.312,,,35.3,36.8,17.8,20.3,C-17.2E,2018-08-08,DCH4,v130,QU
c33060,-87.814857,42.086261,cust_node_21224,13297.312,,,35.3,36.8,17.8,20.3,C-17.2E,2018-08-08,DCH4,v130,QU
c33061,-87.814513,42.084907,cust_node_21225,1118.088,,,183.0,31.8,1.2,29.3,C-17.2E,2018-08-08,DCH4,v130,QW
c33062,-87.821043,42.085697,cust_node_21226,1192.9500000000005,,,24.0,24.1,3.0,16.5,C-17.1E,2018-08-08,DCH4,v130,QX
c33063,-87.835621,42.092157,cust_node_21227,9160.128,,,34.0,43.2,7.6,27.9,C-17.2B,2018-08-08,DCH4,v130,QY
c33064,-87.817805,42.084419,cust_node_21228,9522.192,,,21.0,39.4,7.6,31.8,C-17.2D,2018-08-08,DCH4,v130,RD
c33065,-87.805975,42.088075,cust_node_21229,32159.26,,,54.0,44.5,20.3,35.6,C-17.2G,2018-08-08,DCH4,v130,RL
c33066,-87.805975,42.088075,cust_node_21229,679.6800000000001,,,54.0,23.6,1.8,16.0,C-17.2G,2018-08-08,DCH4,v130,RL
c33067,-87.805975,42.088075,cust_node_21229,5741.924,,,54.0,25.4,12.7,17.8,C-17.2G,2018-08-08,DCH4,v130,RL
c33068,-87.834033,42.082944,cust_node_21230,82351.01,,,30.0,71.8,20.3,56.5,C-17.1C,2018-08-08,DCH4,v130,RM
c33069,-87.834033,42.082944,cust_node_21230,15726.41,,,30.0,40.6,12.7,30.5,C-17.1C,2018-08-08,DCH4,v130,RM
c33070,-87.834033,42.082944,cust_node_21230,10440.234,,,30.0,34.3,11.4,26.7,C-17.1C,2018-08-08,DCH4,v130,RM
c33071,-87.812709,42.089554,cust_node_21231,30867.096,2018-08-08 14:00:00,2018-08-08 18:00:00,93.0,53.3,15.2,38.1,C-17.3G,2018-08-08,DCH4,v130,RQ
c33072,-87.832158,42.093808,cust_node_21232,9522.192,,,59.0,39.4,7.6,31.8,C-17.3A,2018-08-08,DCH4,v130,RW
c33073,-87.819626,42.084302,cust_node_21233,9160.128,,,27.0,43.2,7.6,27.9,C-17.2D,2018-08-08,DCH4,v130,RY
c33074,-87.81168,42.082383,cust_node_21234,3436.112,,,27.0,25.4,7.6,17.8,C-17.3E,2018-08-08,DCH4,v130,SD
c33075,-87.801637,42.09001,cust_node_21235,870.1999999999999,,,72.0,22.9,2.5,15.2,C-17.3J,2018-08-08,DCH4,v130,SE
c33076,-87.822852,42.088866,cust_node_21236,2127.375,,,20.0,30.5,2.5,27.9,C-17.2A,2018-08-08,DCH4,v130,SI
c33077,-87.821353,42.094401,cust_node_21237,1118.088,,,38.0,31.8,1.2,29.3,C-17.1A,2018-08-08,DCH4,v130,SJ
c33078,-87.798114,42.094571,cust_node_21238,3436.112,2018-08-08 15:30:00,2018-08-09 00:00:00,56.0,25.4,7.6,17.8,C-17.3H,2018-08-08,DCH4,v130,SN
c33079,-87.82094,42.081626,cust_node_21239,5741.924,,,32.0,25.4,12.7,17.8,C-17.3D,2018-08-08,DCH4,v130,SS
c33080,-87.832808,42.092111,cust_node_21240,487.5,,,33.0,32.5,0.5,30.0,C-17.3A,2018-08-08,DCH4,v130,SZ
c33081,-87.817492,42.087351,cust_node_21241,3284.4240000000004,,,221.0,28.6,4.4,26.1,C-17.1E,2018-08-08,DCH4,v130,TA
c33082,-87.790659,42.084063,cust_node_21242,32159.26,,,49.0,44.5,20.3,35.6,C-17.2J,2018-08-08,DCH4,v130,TF
c33083,-87.836227,42.091284,cust_node_21243,1058.792,,,23.0,19.6,3.7,14.6,C-17.2B,2018-08-08,DCH4,v130,TK
c33084,-87.799507,42.093928,cust_node_21244,1674.75,,,21.0,33.0,2.5,20.3,C-17.2H,2018-08-08,DCH4,v130,TN
c33085,-87.800488,42.08728,cust_node_21245,949.2,2018-08-08 12:00:00,2018-08-08 21:30:00,22.0,22.6,2.8,15.0,C-17.3J,2018-08-08,DCH4,v130,TQ
c33086,-87.800488,42.08728,cust_node_21245,13392.72,2018-08-08 12:00:00,2018-08-08 21:30:00,22.0,49.5,7.6,35.6,C-17.3J,2018-08-08,DCH4,v130,TQ
c33087,-87.800488,42.08728,cust_node_21245,3436.112,2018-08-08 12:00:00,2018-08-08 21:30:00,22.0,25.4,7.6,17.8,C-17.3J,2018-08-08,DCH4,v130,TQ
c33088,-87.800488,42.08728,cust_node_21245,6282.387999999999,2018-08-08 12:00:00,2018-08-08 21:30:00,22.0,34.3,7.6,24.1,C-17.3J,2018-08-08,DCH4,v130,TQ
c33089,-87.820595,42.083567,cust_node_21247,13210.8,,,182.0,40.4,15.0,21.8,C-17.3D,2018-08-08,DCH4,v130,TW
c33090,-87.832303,42.093727,cust_node_21248,13297.312,,,93.5,36.8,17.8,20.3,C-17.3A,2018-08-08,DCH4,v130,TY
c33091,-87.832303,42.093727,cust_node_21248,9522.192,,,93.5,39.4,7.6,31.8,C-17.3A,2018-08-08,DCH4,v130,TY
c33092,-87.798236,42.085143,cust_node_21249,55158.64,2018-08-08 14:00:00,2018-08-08 22:00:00,153.0,50.8,30.5,35.6,C-17.1J,2018-08-08,DCH4,v130,UG
c33093,-87.81788,42.096019,cust_node_21250,5942.01,,,28.5,30.5,10.2,19.1,C-16.1A,2018-08-08,DCH4,v130,UI
c33094,-87.81788,42.096019,cust_node_21250,9160.128,,,28.5,43.2,7.6,27.9,C-16.1A,2018-08-08,DCH4,v130,UI
c33095,-87.797026,42.085504,cust_node_21251,679.6800000000001,,,11.0,23.6,1.8,16.0,C-17.1J,2018-08-08,DCH4,v130,UK
c33096,-87.799956,42.089603,cust_node_21252,1611.792,,,14.0,31.2,1.8,28.7,C-17.3J,2018-08-08,DCH4,v130,UN
c33097,-87.799956,42.089603,cust_node_21252,17886.329999999998,,,14.0,33.0,20.3,26.7,C-17.3J,2018-08-08,DCH4,v130,UN
c33098,-87.80371,42.082563,cust_node_21253,5985.28,,,44.0,32.0,11.2,16.7,C-17.1H,2018-08-08,DCH4,v130,UO
c33099,-87.802088,42.096231,cust_node_21254,10440.234,,,37.0,34.3,11.4,26.7,C-17.3H,2018-08-08,DCH4,v130,UQ
c33100,-87.831681,42.092569,cust_node_21255,5934.06,,,23.5,33.3,9.9,18.0,C-17.3A,2018-08-08,DCH4,v130,UW
c33101,-87.831681,42.092569,cust_node_21255,3436.112,,,23.5,25.4,7.6,17.8,C-17.3A,2018-08-08,DCH4,v130,UW
c33102,-87.82313,42.080555,cust_node_21256,2128.98,,,35.0,41.1,2.0,25.9,C-17.3D,2018-08-08,DCH4,v130,UX
c33103,-87.828843,42.079239,cust_node_21257,15726.41,,,13.3,40.6,12.7,30.5,C-17.3C,2018-08-08,DCH4,v130,UZ
c33104,-87.828843,42.079239,cust_node_21257,1314.831,,,13.3,20.3,5.1,12.7,C-17.3C,2018-08-08,DCH4,v130,UZ
c33105,-87.828843,42.079239,cust_node_21257,6282.387999999999,,,13.3,34.3,7.6,24.1,C-17.3C,2018-08-08,DCH4,v130,UZ
c33106,-87.796511,42.090705,cust_node_21258,27654.48,,,67.0,54.0,12.4,41.3,C-17.3H,2018-08-08,DCH4,v130,VB
c33107,-87.796511,42.090705,cust_node_21258,30867.096,,,67.0,53.3,15.2,38.1,C-17.3H,2018-08-08,DCH4,v130,VB
c33108,-87.792827,42.088342,cust_node_21259,13392.72,,,10.0,49.5,7.6,35.6,C-17.2J,2018-08-08,DCH4,v130,VH
c33109,-87.817169,42.09619,cust_node_21260,10440.234,,,40.0,34.3,11.4,26.7,C-16.1A,2018-08-08,DCH4,v130,VS
c33110,-87.797462,42.09387,cust_node_21261,24227.28,,,37.0,48.3,15.2,33.0,C-17.3H,2018-08-08,DCH4,v130,VU
c33111,-87.834216,42.091021,cust_node_21262,2205.2159999999994,,,33.0,30.4,2.6,27.9,C-17.2B,2018-08-08,DCH4,v130,VX
c33112,-87.826254,42.09193,cust_node_21263,2127.375,,,39.5,30.5,2.5,27.9,C-17.2A,2018-08-08,DCH4,v130,VY
c33113,-87.826254,42.09193,cust_node_21263,3035.34,,,39.5,29.2,6.3,16.5,C-17.2A,2018-08-08,DCH4,v130,VY
c33114,-87.796222,42.084545,cust_node_21264,3436.112,,,70.0,25.4,7.6,17.8,C-17.1J,2018-08-08,DCH4,v130,WB
c33115,-87.796222,42.084545,cust_node_21264,9522.192,,,70.0,39.4,7.6,31.8,C-17.1J,2018-08-08,DCH4,v130,WB
c33116,-87.813322,42.091123,cust_node_21265,4053.861,2018-08-08 14:00:00,2018-08-08 21:00:00,57.0,26.7,6.3,24.1,C-17.3G,2018-08-08,DCH4,v130,WQ
c33117,-87.831573,42.078883,cust_node_21266,13297.312,,,26.0,36.8,17.8,20.3,C-17.2C,2018-08-08,DCH4,v130,WU
c33118,-87.819799,42.087353,cust_node_21267,5741.924,,,68.0,25.4,12.7,17.8,C-17.1E,2018-08-08,DCH4,v130,XC
c33119,-87.791105,42.084473,cust_node_21268,5741.924,,,30.0,25.4,12.7,17.8,C-17.2J,2018-08-08,DCH4,v130,XF
c33120,-87.81305,42.090449,cust_node_21269,54211.91999999999,2018-08-08 14:00:00,2018-08-08 21:00:00,65.0,48.3,30.5,36.8,C-17.3G,2018-08-08,DCH4,v130,XG
c33121,-87.811496,42.083372,cust_node_21270,13297.312,,,19.0,36.8,17.8,20.3,C-17.3E,2018-08-08,DCH4,v130,XJ
c33122,-87.801645,42.085578,cust_node_21271,1908.72,,,20.2,24.1,4.8,16.5,C-17.2H,2018-08-08,DCH4,v130,XL
c33123,-87.801645,42.085578,cust_node_21271,5741.924,,,20.2,25.4,12.7,17.8,C-17.2H,2018-08-08,DCH4,v130,XL
c33124,-87.801645,42.085578,cust_node_21271,15726.41,,,20.2,40.6,12.7,30.5,C-17.2H,2018-08-08,DCH4,v130,XL
c33125,-87.801645,42.085578,cust_node_21271,3436.112,,,20.2,25.4,7.6,17.8,C-17.2H,2018-08-08,DCH4,v130,XL
c33126,-87.822948,42.086932,cust_node_21272,1314.831,,,10.5,20.3,5.1,12.7,C-17.1D,2018-08-08,DCH4,v130,XP
c33127,-87.822948,42.086932,cust_node_21272,3436.112,,,10.5,25.4,7.6,17.8,C-17.1D,2018-08-08,DCH4,v130,XP
c33128,-87.803468,42.088537,cust_node_21273,13297.312,,,15.0,36.8,17.8,20.3,C-17.2H,2018-08-08,DCH4,v130,XW
c33129,-87.803468,42.088537,cust_node_21273,13297.312,,,15.0,36.8,17.8,20.3,C-17.2H,2018-08-08,DCH4,v130,XW
c33130,-87.799588,42.087269,cust_node_21274,5741.924,2018-08-08 14:00:00,2018-08-08 21:00:00,24.5,25.4,12.7,17.8,C-17.3J,2018-08-08,DCH4,v130,YC
c33131,-87.799588,42.087269,cust_node_21274,1991.202,2018-08-08 14:00:00,2018-08-08 21:00:00,24.5,30.7,2.3,28.2,C-17.3J,2018-08-08,DCH4,v130,YC
c33132,-87.826573,42.093662,cust_node_21275,1057.485,2018-08-08 14:00:00,2018-08-08 21:00:00,26.5,22.1,3.3,14.5,C-17.2A,2018-08-08,DCH4,v130,YG
c33133,-87.826573,42.093662,cust_node_21275,2466.0,2018-08-08 14:00:00,2018-08-08 21:00:00,26.5,30.0,3.0,27.4,C-17.2A,2018-08-08,DCH4,v130,YG
c33134,-87.803439,42.089011,cust_node_21276,914.595,,,74.0,24.1,2.3,16.5,C-17.2H,2018-08-08,DCH4,v130,YH
c33135,-87.802157,42.083999,cust_node_21277,1149.12,,,15.0,21.6,3.8,14.0,C-17.1G,2018-08-08,DCH4,v130,YL
c33136,-87.797981,42.089426,cust_node_21278,3880.896,2018-08-08 14:00:00,2018-08-08 21:00:00,80.5,27.2,5.8,24.6,C-17.3J,2018-08-08,DCH4,v130,YN
c33137,-87.797981,42.089426,cust_node_21278,9522.192,2018-08-08 14:00:00,2018-08-08 21:00:00,80.5,39.4,7.6,31.8,C-17.3J,2018-08-08,DCH4,v130,YN
c33138,-87.82236,42.086681,cust_node_21279,4566.744000000001,,,110.0,24.6,8.4,22.1,C-17.1E,2018-08-08,DCH4,v130,YT
c33139,-87.82236,42.086681,cust_node_21279,3383.576,,,110.0,28.4,4.6,25.9,C-17.1E,2018-08-08,DCH4,v130,YT
c33140,-87.824192,42.086294,cust_node_21280,15726.41,,,36.3,40.6,12.7,30.5,C-17.1D,2018-08-08,DCH4,v130,ZB
c33141,-87.824192,42.086294,cust_node_21280,3436.112,,,36.3,25.4,7.6,17.8,C-17.1D,2018-08-08,DCH4,v130,ZB
c33142,-87.824192,42.086294,cust_node_21280,6282.387999999999,,,36.3,34.3,7.6,24.1,C-17.1D,2018-08-08,DCH4,v130,ZB
c33143,-87.796221,42.09318,cust_node_21281,13297.312,,,29.0,36.8,17.8,20.3,C-17.3H,2018-08-08,DCH4,v130,ZT
c40557,-87.793389,41.881561,cust_node_26229,6282.387999999999,,,181.0,34.3,7.6,24.1,C-24.3A,2018-08-08,DCH1,v160,AV
c40558,-87.793389,41.881561,cust_node_26229,1149.12,,,181.0,21.6,3.8,14.0,C-24.3A,2018-08-08,DCH1,v160,AV
c40559,-87.799892,41.880645,cust_node_26230,1611.792,,,195.6,31.2,1.8,28.7,C-25.3B,2018-08-08,DCH1,v160,BO
c40560,-87.799892,41.880645,cust_node_26230,870.1999999999999,,,195.6,22.9,2.5,15.2,C-25.3B,2018-08-08,DCH1,v160,BO
c40561,-87.799892,41.880645,cust_node_26230,3128.1359999999995,,,195.6,28.9,4.1,26.4,C-25.3B,2018-08-08,DCH1,v160,BO
c40562,-87.799892,41.880645,cust_node_26230,32159.26,,,195.6,44.5,20.3,35.6,C-25.3B,2018-08-08,DCH1,v160,BO
c40563,-87.799892,41.880645,cust_node_26230,3436.112,,,195.6,25.4,7.6,17.8,C-25.3B,2018-08-08,DCH1,v160,BO
c40564,-87.799892,41.880645,cust_node_26230,13392.72,,,195.6,49.5,7.6,35.6,C-25.3B,2018-08-08,DCH1,v160,BO
c40565,-87.799892,41.880645,cust_node_26230,55158.64,,,195.6,50.8,30.5,35.6,C-25.3B,2018-08-08,DCH1,v160,BO
c40566,-87.78173,41.887033,cust_node_26231,2127.375,,,227.5,30.5,2.5,27.9,C-24.2D,2018-08-08,DCH1,v160,CJ
c40567,-87.78173,41.887033,cust_node_26231,10440.234,,,227.5,34.3,11.4,26.7,C-24.2D,2018-08-08,DCH1,v160,CJ
c40568,-87.784647,41.886647,cust_node_26232,7937.706,,,60.7,34.3,11.4,20.3,C-24.3D,2018-08-08,DCH1,v160,CT
c40569,-87.784647,41.886647,cust_node_26232,25924.632,,,60.7,35.6,22.9,31.8,C-24.3D,2018-08-08,DCH1,v160,CT
c40570,-87.784647,41.886647,cust_node_26232,1767.0,,,60.7,31.0,2.0,28.5,C-24.3D,2018-08-08,DCH1,v160,CT
c40571,-87.801026,41.880251,cust_node_26233,944.0,,,69.2,32.0,1.0,29.5,C-25.2B,2018-08-08,DCH1,v160,CW
c40572,-87.801026,41.880251,cust_node_26233,9522.192,,,69.2,39.4,7.6,31.8,C-25.2B,2018-08-08,DCH1,v160,CW
c40573,-87.801026,41.880251,cust_node_26233,3436.112,,,69.2,25.4,7.6,17.8,C-25.2B,2018-08-08,DCH1,v160,CW
c40574,-87.801026,41.880251,cust_node_26233,1379.82,,,69.2,18.3,5.8,13.0,C-25.2B,2018-08-08,DCH1,v160,CW
